0	1	2	-240.980057
0	15	37	-274.144745
0	15	28	-274.336945
0	15	62	-276.108917
0	15	66	-276.842346
0	15	32	-277.166077
0	15	64	-282.670898
0	15	54	-283.429718
0	15	42	-285.406219
0	15	23	-285.561035
0	15	56	-288.022614
0	15	53	-288.351440
0	15	24	-289.481201
0	15	74	-290.851501
0	15	11	-292.941711
0	15	18	-293.441650
0	15	77	-293.774841
0	15	33	-295.175842
0	15	55	-298.235352
0	15	25	-299.562805
0	15	20	-300.695862
0	15	47	-303.430847
0	15	69	-304.501709
0	15	41	-308.095032
0	15	40	-308.115753
0	15	85	-308.375977
0	15	49	-310.472168
0	15	61	-310.613647
0	15	46	-310.888855
0	15	73	-310.960907
0	15	71	-314.175262
0	15	34	-315.376862
0	15	21	-317.225952
0	15	75	-319.487427
0	15	29	-320.535278
0	15	38	-321.621674
0	15	79	-325.448181
0	15	70	-326.595520
0	15	44	-327.776184
0	15	78	-329.007141
0	15	76	-329.264740
0	15	39	-329.988495
0	15	16	-331.661438
0	15	65	-333.568115
0	15	35	-333.911469
0	16	63	-226.137955
0	16	56	-230.535843
0	16	22	-238.446167
0	16	30	-240.628418
0	16	54	-240.934448
0	16	26	-246.535614
0	16	51	-248.489822
0	16	43	-249.400040
0	16	52	-250.028366
0	16	32	-250.785461
0	16	50	-251.563263
0	16	3	-251.688370
0	16	27	-252.327377
0	16	72	-254.009155
0	16	58	-255.066772
0	16	66	-255.290497
0	16	31	-255.878723
0	16	14	-257.120239
0	16	28	-258.097961
0	16	57	-258.875610
0	16	8	-259.994232
0	16	45	-264.518494
0	16	25	-265.440979
0	16	36	-269.086792
0	16	49	-270.863464
0	16	48	-275.666870
0	16	73	-278.596252
0	16	53	-287.616974
0	16	47	-291.059387
0	16	61	-295.198883
0	16	62	-296.295349
0	16	42	-306.035645
0	16	74	-306.590088
0	16	29	-310.223999
0	16	40	-312.091553
0	16	85	-313.048462
0	16	11	-314.140503
0	16	37	-316.467072
0	16	34	-316.533508
0	16	18	-316.800323
0	16	21	-317.511597
0	16	33	-317.658447
0	16	46	-319.157318
0	16	24	-319.616943
0	16	23	-324.209045
0	16	20	-324.345215
0	16	69	-324.453400
0	16	41	-324.783051
0	16	75	-325.422302
0	16	55	-327.250519
0	16	77	-328.217407
0	16	44	-328.502991
0	16	35	-329.130737
0	16	71	-329.308136
0	16	76	-329.462036
0	16	16	-330.001709
0	16	64	-330.297028
0	16	70	-330.432434
0	16	78	-331.775757
0	16	38	-332.158356
0	16	39	-332.403870
0	16	79	-333.081146
0	16	65	-334.663086
0	17	63	-244.340607
0	17	30	-248.088425
0	17	61	-251.064575
0	17	66	-260.605194
0	17	42	-262.588196
0	17	57	-262.590637
0	17	40	-262.906097
0	17	23	-265.277832
0	17	45	-266.214478
0	17	3	-267.278900
0	17	37	-273.611511
0	17	22	-278.109375
0	17	46	-280.708313
0	17	28	-283.138458
0	17	32	-283.738251
0	17	27	-283.880554
0	17	68	-284.180145
0	17	62	-284.625000
0	17	38	-286.821899
0	17	51	-289.220459
0	17	43	-293.622620
0	17	48	-296.649353
0	17	25	-297.791077
0	17	60	-298.016846
0	17	41	-302.919495
0	17	58	-306.347656
0	17	20	-307.043396
0	17	24	-307.148926
0	17	67	-311.701538
0	17	13	-311.867004
0	17	59	-313.896240
0	18	63	-231.606079
0	18	66	-245.895050
0	18	30	-252.813110
0	18	42	-252.872345
0	18	40	-253.625824
0	18	3	-259.109314
0	18	14	-259.300110
0	18	57	-271.315125
0	18	18	-272.590942
0	18	28	-273.406067
0	18	46	-277.822021
0	18	43	-277.986176
0	18	62	-280.797974
0	18	64	-286.152283
0	18	61	-287.737213
0	18	24	-288.192078
0	18	31	-290.613831
0	18	41	-292.901001
0	18	20	-299.818604
0	18	38	-301.390808
0	18	22	-302.894501
0	18	32	-307.329834
0	18	69	-308.047546
0	18	13	-312.137604
0	19	63	-231.109848
0	19	8	-248.335693
0	19	3	-253.530853
0	19	30	-253.913818
0	19	45	-259.466003
0	19	27	-260.357147
0	19	57	-261.000366
0	19	31	-262.254150
0	19	22	-262.975769
0	19	66	-265.970612
0	19	72	-270.069031
0	19	43	-272.531891
0	19	56	-273.532990
0	19	32	-273.999207
0	19	58	-276.503906
0	19	36	-278.414062
0	19	40	-278.482483
0	19	26	-280.418823
0	19	29	-282.680969
0	19	52	-283.007690
0	19	85	-284.215363
0	19	51	-287.361938
0	19	11	-289.008575
0	19	54	-290.115509
0	19	50	-290.915375
0	19	33	-291.967590
0	19	49	-292.821472
0	19	34	-293.145660
0	19	61	-294.068359
0	19	37	-295.519714
0	19	42	-295.824036
0	19	20	-296.024109
0	19	46	-296.863068
0	19	62	-299.767853
0	19	25	-299.877380
0	19	28	-300.706329
0	19	73	-302.239075
0	19	23	-303.413513
0	19	41	-303.573853
0	19	24	-304.057007
0	19	14	-304.378204
0	19	21	-305.276550
0	19	53	-306.781311
0	19	71	-307.092773
0	19	47	-307.561462
0	19	69	-309.734131
0	19	18	-310.624573
0	19	48	-310.826111
0	19	75	-315.250305
0	19	74	-315.257202
0	19	38	-315.797485
0	19	65	-319.294617
0	19	64	-320.037750
0	19	77	-320.092468
0	19	55	-321.531006
0	19	78	-322.569519
0	19	44	-322.934082
0	19	70	-323.476746
0	19	39	-323.693726
0	19	79	-323.905151
0	19	76	-324.277649
0	19	16	-328.887634
0	19	35	-330.241089
0	20	63	-223.013351
0	20	30	-234.967346
0	20	57	-243.844467
0	20	66	-248.222260
0	20	42	-248.223694
0	20	23	-249.323257
0	20	3	-252.646942
0	20	40	-255.979645
0	20	46	-258.923950
0	20	37	-260.189270
0	20	68	-264.501221
0	20	45	-264.833252
0	20	28	-265.844513
0	20	62	-269.507629
0	20	22	-270.808044
0	20	24	-278.129822
0	20	41	-278.627075
0	20	61	-279.369141
0	20	27	-283.169556
0	20	43	-284.192993
0	20	32	-285.820435
0	20	38	-288.753723
0	20	60	-293.291138
0	20	59	-293.593628
0	20	13	-298.791443
0	20	51	-307.267883
0	20	48	-308.410095
0	20	25	-314.470062
0	20	58	-315.789307
0	20	20	-316.721375
0	20	67	-324.251404
0	21	58	-233.999054
0	21	72	-238.101349
0	21	63	-241.456924
0	21	22	-242.535767
0	21	28	-248.322983
0	21	57	-249.474884
0	21	31	-250.267395
0	21	27	-251.615662
0	21	3	-264.369507
0	21	32	-265.107117
0	21	23	-267.231598
0	21	45	-267.988617
0	21	61	-269.901917
0	21	40	-272.594360
0	21	51	-276.308594
0	21	43	-278.509766
0	21	48	-290.705414
0	21	85	-295.620544
0	21	24	-300.008667
0	21	69	-305.277710
0	21	39	-307.655151
0	21	37	-316.290070
0	21	25	-319.916870
0	21	38	-324.013123
0	21	20	-324.775330
0	21	41	-325.764343
0	21	70	-336.449463
0	22	63	-226.969269
0	22	50	-228.331696
0	22	46	-231.328217
0	22	32	-231.469330
0	22	58	-233.973907
0	22	28	-235.616699
0	22	22	-236.916046
0	22	54	-237.192657
0	22	43	-238.167633
0	22	42	-239.579285
0	22	53	-240.072006
0	22	26	-240.698227
0	22	52	-244.502136
0	22	30	-247.219513
0	22	31	-247.350967
0	22	66	-248.731262
0	22	3	-249.019226
0	22	51	-250.190369
0	22	56	-251.298294
0	22	61	-253.640640
0	22	73	-254.667221
0	22	14	-255.528931
0	22	72	-261.232574
0	22	8	-261.986389
0	22	57	-262.888184
0	22	36	-267.622925
0	22	49	-268.098358
0	22	40	-271.178650
0	22	69	-279.255615
0	22	37	-288.003723
0	22	45	-292.740601
0	22	74	-293.922180
0	22	34	-295.363464
0	22	25	-296.639679
0	22	23	-297.812500
0	22	62	-298.270660
0	22	27	-300.730713
0	22	75	-304.298401
0	22	18	-306.964447
0	22	33	-307.165527
0	22	21	-307.960358
0	22	29	-308.385498
0	22	55	-310.387299
0	22	47	-310.866333
0	22	11	-311.869720
0	22	24	-313.069427
0	22	85	-315.305847
0	22	38	-316.232422
0	22	77	-318.344391
0	22	41	-319.187378
0	22	76	-319.909851
0	22	48	-320.316467
0	22	35	-321.288696
0	22	20	-321.690826
0	22	44	-322.369873
0	22	78	-322.450317
0	22	71	-322.738220
0	22	39	-323.256714
0	22	70	-323.409790
0	22	16	-324.683105
0	22	64	-324.963501
0	22	65	-327.880371
0	22	79	-328.651855
0	23	63	-228.065491
0	23	30	-244.029205
0	23	8	-246.359222
0	23	57	-247.683258
0	23	23	-250.876923
0	23	11	-251.065674
0	23	31	-259.452148
0	23	45	-260.023010
0	23	3	-260.039062
0	23	27	-260.155884
0	23	66	-260.557312
0	23	73	-260.831177
0	23	49	-261.717529
0	23	22	-263.973602
0	23	50	-266.205261
0	23	54	-267.656403
0	23	14	-268.395752
0	23	62	-268.430908
0	23	29	-269.720337
0	23	36	-269.993713
0	23	41	-270.428497
0	23	55	-270.899658
0	23	72	-271.306274
0	23	37	-275.048767
0	23	40	-275.691772
0	23	56	-275.742676
0	23	58	-279.820435
0	23	43	-279.927917
0	23	26	-280.914856
0	23	52	-282.403748
0	23	42	-288.457214
0	23	77	-290.297180
0	23	24	-290.746155
0	23	32	-290.997009
0	23	51	-293.127380
0	23	71	-293.813965
0	23	20	-293.987518
0	23	85	-294.643433
0	23	53	-296.287537
0	23	61	-296.751587
0	23	18	-301.031036
0	23	75	-301.244385
0	23	34	-302.901978
0	23	74	-303.376160
0	23	33	-303.762512
0	23	46	-304.213501
0	23	25	-306.571106
0	23	47	-308.672150
0	23	21	-308.980835
0	23	44	-309.557495
0	23	69	-310.031372
0	23	39	-310.376221
0	23	38	-310.581116
0	23	28	-311.034546
0	23	78	-311.870239
0	23	64	-312.760559
0	23	48	-314.177643
0	23	79	-319.250000
0	23	65	-320.353943
0	23	76	-320.402100
0	23	70	-322.055481
0	23	35	-324.702148
0	23	16	-328.098999
0	24	63	-229.118927
0	24	30	-230.834137
0	24	57	-236.220673
0	24	50	-240.039413
0	24	31	-240.983322
0	24	23	-242.760880
0	24	54	-242.778442
0	24	11	-244.506042
0	24	40	-249.164536
0	24	66	-250.390076
0	24	46	-250.418976
0	24	3	-250.941193
0	24	8	-252.228973
0	24	49	-253.769531
0	24	22	-254.098419
0	24	75	-254.316589
0	24	14	-254.644775
0	24	73	-254.853699
0	24	42	-256.814636
0	24	69	-259.328857
0	24	72	-260.483276
0	24	61	-260.793152
0	24	39	-260.890808
0	24	27	-262.531555
0	24	53	-266.122131
0	24	45	-267.691284
0	24	55	-268.357483
0	24	62	-270.335144
0	24	36	-273.366333
0	24	43	-273.710632
0	24	28	-274.080994
0	24	38	-276.971191
0	24	26	-277.448853
0	24	52	-287.409973
0	24	32	-288.641479
0	24	25	-290.988342
0	24	77	-296.492310
0	24	37	-299.091248
0	24	51	-301.242371
0	24	71	-302.538940
0	24	34	-303.482361
0	24	58	-305.777466
0	24	74	-307.155579
0	24	24	-310.092102
0	24	29	-310.445801
0	24	56	-313.055298
0	24	18	-314.125244
0	24	64	-314.850616
0	24	78	-315.546448
0	24	79	-319.105042
0	24	41	-320.038300
0	24	33	-320.884827
0	24	48	-322.242554
0	24	76	-323.615753
0	24	20	-325.176819
0	24	44	-326.274078
0	24	70	-326.472107
0	24	85	-326.853516
0	24	47	-327.317749
0	24	21	-327.907166
0	24	16	-329.248169
0	24	35	-330.637238
0	24	65	-334.151489
0	25	63	-236.696777
0	25	30	-248.456024
0	25	23	-258.301727
0	25	66	-260.639709
0	25	57	-261.417236
0	25	3	-264.342468
0	25	45	-265.295837
0	25	22	-266.475891
0	25	28	-268.467834
0	25	32	-269.307556
0	25	43	-276.434418
0	25	61	-276.582520
0	25	42	-278.014069
0	25	40	-280.531677
0	25	27	-280.818970
0	25	60	-283.064240
0	25	20	-283.163940
0	25	62	-286.621704
0	25	68	-289.084564
0	25	67	-289.956116
0	25	59	-290.784180
0	25	46	-291.135864
0	25	51	-293.059998
0	25	37	-295.735840
0	25	41	-298.026276
0	25	24	-302.612061
0	25	25	-305.094360
0	25	58	-307.252625
0	25	13	-309.090576
0	25	48	-310.451782
0	25	38	-317.242432
0	26	66	-240.954193
0	26	3	-252.260239
0	26	11	-253.472992
0	26	63	-255.124908
0	26	8	-255.308838
0	26	45	-257.847107
0	26	30	-257.863190
0	26	74	-258.884796
0	26	73	-259.911865
0	26	49	-268.901672
0	26	42	-271.234558
0	26	69	-272.014526
0	26	57	-272.071442
0	26	50	-273.367279
0	26	75	-276.343536
0	26	54	-276.571503
0	26	37	-280.485779
0	26	40	-280.522766
0	26	31	-280.647369
0	26	61	-281.010651
0	26	18	-281.412537
0	26	23	-281.630127
0	26	22	-283.511566
0	26	27	-288.581268
0	26	29	-291.386780
0	26	46	-297.590515
0	26	26	-298.658691
0	26	85	-299.203430
0	26	14	-299.602966
0	26	77	-302.769684
0	26	62	-304.354584
0	26	72	-307.802277
0	26	51	-308.113495
0	26	32	-309.586975
0	26	34	-312.084564
0	26	36	-313.003601
0	26	28	-313.732178
0	26	24	-313.953979
0	26	58	-313.959717
0	26	52	-315.268127
0	26	48	-315.345398
0	26	43	-316.858154
0	26	55	-316.988159
0	26	33	-317.619873
0	26	65	-317.666168
0	26	53	-318.387390
0	26	56	-318.448975
0	26	25	-320.518005
0	26	21	-320.826294
0	26	39	-321.076538
0	26	20	-321.197937
0	26	64	-322.072174
0	26	41	-323.058472
0	26	47	-323.161194
0	26	70	-326.129272
0	26	71	-326.235168
0	26	38	-326.463470
0	26	76	-326.505676
0	26	78	-329.760681
0	26	44	-330.566956
0	26	79	-331.737061
0	26	16	-332.626709
0	26	35	-334.274139
0	27	30	-240.748596
0	27	50	-244.508820
0	27	63	-245.879730
0	27	54	-247.982544
0	27	22	-249.255600
0	27	14	-253.074982
0	27	57	-262.291504
0	27	51	-262.820679
0	27	26	-263.092285
0	27	66	-263.197296
0	27	43	-263.988495
0	27	3	-264.308105
0	27	28	-266.917877
0	27	8	-267.012177
0	27	45	-268.433594
0	27	61	-270.065063
0	27	72	-272.891541
0	27	58	-273.411865
0	27	42	-274.984406
0	27	27	-275.951996
0	27	52	-276.600952
0	27	31	-277.801819
0	27	36	-281.020813
0	27	56	-281.266937
0	27	32	-283.539459
0	27	53	-288.108093
0	27	49	-291.130005
0	27	40	-292.325684
0	27	73	-298.780457
0	27	23	-301.596832
0	27	25	-302.314117
0	27	37	-303.778198
0	27	21	-305.699677
0	27	48	-308.655640
0	27	11	-310.621674
0	27	69	-312.203491
0	27	46	-313.412079
0	27	34	-314.446472
0	27	64	-315.297058
0	27	75	-317.418518
0	27	62	-319.993927
0	27	74	-320.046265
0	27	55	-320.066406
0	27	20	-320.515137
0	27	33	-321.817749
0	27	24	-325.043701
0	27	29	-326.628784
0	27	39	-327.241058
0	27	77	-327.757446
0	27	38	-327.787415
0	27	79	-328.312866
0	27	41	-328.573914
0	27	47	-328.929474
0	27	18	-329.567688
0	27	85	-332.210297
0	27	71	-335.218140
0	27	16	-337.051239
0	27	44	-341.209534
0	27	78	-343.074188
0	27	70	-343.208008
0	27	76	-344.043457
0	27	65	-344.227173
0	27	35	-345.451843
0	28	63	-234.865051
0	28	56	-237.104919
0	28	22	-242.258087
0	28	50	-243.315720
0	28	28	-244.543655
0	28	54	-245.143036
0	28	30	-247.569870
0	28	57	-249.315094
0	28	66	-249.735016
0	28	3	-250.075684
0	28	43	-252.315887
0	28	32	-254.130951
0	28	8	-257.687347
0	28	26	-261.352692
0	28	45	-262.305481
0	28	58	-263.541077
0	28	72	-264.516418
0	28	51	-264.967224
0	28	27	-268.338867
0	28	31	-268.746338
0	28	14	-269.381805
0	28	52	-269.895325
0	28	42	-272.321259
0	28	47	-278.795044
0	28	49	-282.280640
0	28	61	-286.343353
0	28	24	-288.013641
0	28	62	-289.108612
0	28	37	-291.983704
0	28	53	-293.173065
0	28	36	-300.242859
0	28	48	-302.118561
0	28	46	-304.486420
0	28	73	-311.632874
0	28	25	-312.607300
0	28	74	-313.565308
0	28	40	-314.161438
0	28	18	-321.220856
0	28	34	-322.344360
0	28	23	-327.315857
0	28	85	-328.009216
0	28	21	-328.215607
0	28	41	-328.225830
0	28	11	-328.706482
0	28	33	-330.491638
0	28	20	-331.306396
0	28	29	-332.353058
0	28	69	-332.354584
0	28	64	-334.802979
0	28	38	-335.056091
0	28	39	-335.377197
0	28	16	-335.986328
0	28	77	-337.555603
0	28	44	-337.561584
0	28	55	-338.263550
0	28	71	-339.303986
0	28	76	-340.733765
0	28	70	-341.390503
0	28	75	-341.498596
0	28	78	-341.577545
0	28	79	-343.647278
0	28	35	-343.653625
0	28	65	-344.690948
0	29	63	-249.729980
0	29	57	-257.408142
0	29	56	-258.908966
0	29	50	-259.930969
0	29	30	-260.126404
0	29	31	-260.861145
0	29	28	-261.163391
0	29	3	-261.623291
0	29	22	-262.387634
0	29	75	-264.664490
0	29	72	-264.881470
0	29	26	-266.332916
0	29	54	-267.370026
0	29	43	-267.737030
0	29	32	-269.223633
0	29	66	-270.290619
0	29	27	-272.292664
0	29	14	-274.450867
0	29	52	-274.706390
0	29	45	-274.809937
0	29	25	-278.009949
0	29	8	-278.572845
0	29	85	-281.124756
0	29	61	-282.275391
0	29	51	-282.442322
0	29	53	-285.522186
0	29	36	-286.786987
0	29	62	-287.073181
0	29	58	-288.343872
0	29	74	-288.868866
0	29	42	-289.899963
0	29	48	-292.474426
0	29	73	-296.919922
0	29	47	-300.445557
0	29	49	-304.679810
0	29	37	-309.578033
0	29	46	-310.398438
0	29	24	-312.127167
0	29	69	-314.512451
0	29	40	-315.210938
0	29	34	-315.899261
0	29	71	-320.230682
0	29	55	-320.692261
0	29	41	-321.086365
0	29	64	-321.675446
0	29	23	-323.865723
0	29	18	-324.252472
0	29	33	-324.300049
0	29	21	-325.276825
0	29	29	-330.750183
0	29	11	-331.003632
0	29	20	-331.700165
0	29	38	-334.884888
0	29	16	-335.671265
0	29	77	-335.981659
0	29	44	-337.378754
0	29	79	-337.695435
0	29	76	-338.271545
0	29	78	-339.652954
0	29	39	-340.322815
0	29	70	-342.178467
0	29	35	-343.445557
0	29	65	-344.340912
0	30	63	-238.321762
0	30	36	-242.397858
0	30	31	-245.944641
0	30	57	-246.089752
0	30	72	-247.829102
0	30	30	-250.041473
0	30	14	-253.511703
0	30	27	-254.189606
0	30	54	-259.412781
0	30	3	-260.364685
0	30	66	-260.692108
0	30	22	-262.468872
0	30	45	-263.412048
0	30	43	-263.714600
0	30	50	-265.435608
0	30	8	-267.516296
0	30	28	-271.556702
0	30	48	-273.680664
0	30	52	-283.322113
0	30	32	-287.987793
0	30	71	-289.144287
0	30	26	-289.830383
0	30	58	-289.898468
0	30	49	-291.674286
0	30	23	-294.220825
0	30	51	-298.371002
0	30	25	-299.220398
0	30	20	-299.504852
0	30	21	-300.092773
0	30	61	-301.941833
0	30	73	-303.129395
0	30	42	-303.652496
0	30	56	-305.422607
0	30	74	-306.684753
0	30	53	-306.688904
0	30	24	-308.969116
0	30	85	-310.166443
0	30	34	-310.963806
0	30	62	-312.457947
0	30	47	-313.367126
0	30	55	-314.392395
0	30	40	-317.224365
0	30	46	-317.953674
0	30	33	-323.631714
0	30	64	-324.119080
0	30	18	-325.273651
0	30	41	-325.348999
0	30	11	-327.140442
0	30	75	-327.620300
0	30	37	-328.381531
0	30	69	-329.376831
0	30	39	-330.881134
0	30	79	-331.577759
0	30	29	-332.010681
0	30	44	-334.206909
0	30	38	-334.699371
0	30	76	-335.793335
0	30	77	-336.345032
0	30	70	-336.775574
0	30	16	-336.982605
0	30	78	-337.628479
0	30	35	-338.197601
0	30	65	-338.692871
0	31	63	-229.465973
0	31	30	-234.511078
0	31	40	-247.734024
0	31	44	-250.101212
0	31	8	-251.932724
