0	1	2	-0.482341
0	14	50	-0.324612
0	14	70	-0.331362
0	14	71	-0.373303
0	14	40	-0.425687
0	14	64	-0.456645
0	14	42	-0.503419
0	14	77	-0.575400
0	14	28	-0.714602
0	14	20	-0.867191
0	14	52	-0.979283
0	14	36	-1.138848
0	14	24	-1.151552
0	14	75	-1.155697
0	14	55	-1.221218
0	14	47	-1.262416
0	14	27	-1.269062
0	14	54	-1.691265
0	14	34	-1.825801
0	14	73	-1.841159
0	14	22	-1.939064
0	14	16	-2.288839
0	14	66	-2.512878
0	14	33	-2.551015
0	14	3	-2.564969
0	14	45	-2.566465
0	14	46	-2.886322
0	14	35	-2.920390
0	14	69	-3.108847
0	14	79	-3.243657
0	14	49	-3.407597
0	14	8	-3.529669
0	14	72	-3.786236
0	14	85	-3.902005
0	14	18	-4.073256
0	15	23	3.593072
0	15	56	2.953794
0	15	48	2.561569
0	15	39	2.367595
0	15	21	2.353505
0	15	63	1.973736
0	15	51	1.665848
0	15	32	1.567631
0	15	65	1.481451
0	15	20	1.423088
0	15	74	1.335706
0	15	26	1.320867
0	15	37	1.249815
0	15	53	0.998128
0	15	25	0.978765
0	15	78	0.912674
0	15	43	0.789363
0	15	77	0.549846
0	15	61	0.509687
0	15	28	0.360243
0	15	57	0.305615
0	15	52	0.237979
0	15	62	0.168866
0	15	64	0.027361
0	15	27	-0.128832
0	15	30	-0.162379
0	15	22	-0.290756
0	15	47	-0.483952
0	15	46	-0.691550
0	15	31	-0.753078
0	15	50	-0.813873
0	15	58	-0.860776
0	15	38	-0.898770
0	15	40	-1.001267
0	15	11	-1.051851
0	15	76	-1.217023
0	15	24	-1.217296
0	15	35	-1.498922
0	15	34	-1.529505
0	15	71	-1.554903
0	15	55	-1.567148
0	15	42	-1.568352
0	15	29	-1.642023
0	15	54	-1.884009
0	15	3	-1.981867
0	15	8	-2.163528
0	15	16	-2.225322
0	15	70	-2.303134
0	15	44	-2.450628
0	15	45	-2.498640
0	15	33	-2.780550
0	15	73	-2.817694
0	15	41	-2.838866
0	15	75	-2.903801
0	15	36	-3.110713
0	15	79	-3.398344
0	15	66	-3.439946
0	15	49	-3.508237
0	15	85	-3.624168
0	15	14	-3.780433
0	15	72	-3.944842
0	15	69	-4.444371
0	15	18	-4.522285
0	16	51	6.866982
0	16	56	5.403761
0	16	63	5.352668
0	16	43	4.277722
0	16	23	4.186664
0	16	26	3.474545
0	16	39	3.439163
0	16	58	2.751307
0	16	62	2.289699
0	16	32	2.244256
0	16	74	1.989869
0	16	61	1.956176
0	16	27	1.821853
0	16	20	1.623390
0	16	52	1.555863
0	16	30	1.552890
0	16	77	1.533515
0	16	21	1.459181
0	16	78	1.293097
0	16	37	1.257249
0	16	22	1.100716
0	16	50	0.936307
0	16	28	0.844667
0	16	25	0.129619
0	16	47	-0.024820
0	16	16	-0.220177
0	16	53	-0.510922
0	16	55	-0.559799
0	16	48	-0.585316
0	16	65	-0.673414
0	16	35	-0.677038
0	16	40	-0.798600
0	16	64	-0.815526
0	16	38	-0.859800
0	16	57	-1.009814
0	16	42	-1.221314
0	16	46	-1.289633
0	16	34	-1.686998
0	16	31	-1.880459
0	16	36	-2.002614
0	16	11	-2.097615
0	16	66	-2.262687
0	16	14	-2.609718
0	16	24	-2.844007
0	16	3	-2.940612
0	16	54	-3.093682
0	16	73	-3.273788
0	16	45	-3.853570
0	16	85	-4.264593
0	16	72	-4.300449
0	16	8	-4.759298
0	16	29	-5.018240
0	16	49	-5.592856
0	16	71	-6.211650
0	16	76	-6.359475
0	16	75	-6.419505
0	16	44	-6.561113
0	16	41	-6.589415
0	16	69	-6.833683
0	16	79	-6.863015
0	16	18	-7.102810
0	16	33	-7.546276
0	16	70	-7.651675
0	19	23	2.745941
0	19	63	2.462236
0	19	39	2.448702
0	19	21	1.792051
0	19	51	1.755620
0	19	32	1.207581
0	19	65	1.154970
0	19	56	1.094141
0	19	25	1.022677
0	19	43	0.881825
0	19	61	0.821714
0	19	78	0.793780
0	19	48	0.726919
0	19	37	0.656541
0	19	58	0.598648
0	19	29	0.532392
0	19	47	0.504448
0	19	55	0.498713
0	19	40	0.416461
0	19	31	0.392034
0	19	62	0.374191
0	19	14	0.316646
0	19	26	0.313385
0	19	53	0.248840
0	19	77	0.245376
0	19	74	0.194100
0	19	38	0.183944
0	19	30	0.173224
0	19	34	0.145118
0	19	11	0.050337
0	19	28	-0.011982
0	19	50	-0.026815
0	19	57	-0.058248
0	19	41	-0.068998
0	19	71	-0.146137
0	19	76	-0.168975
0	19	75	-0.201880
0	19	16	-0.333144
0	19	20	-0.434770
0	19	64	-0.465589
0	19	27	-0.593924
0	19	33	-0.606723
0	19	3	-0.618435
0	19	42	-0.619873
0	19	70	-0.645837
0	19	36	-0.702138
0	19	44	-0.719411
0	19	46	-0.728879
0	19	45	-0.808214
0	19	66	-0.829506
0	19	73	-0.856607
0	19	22	-0.918723
0	19	85	-0.944949
0	19	54	-0.964835
0	19	24	-0.970428
0	19	52	-0.979962
0	19	79	-1.007584
0	19	69	-1.327189
0	19	35	-1.335367
0	19	72	-1.684171
0	19	49	-1.791360
0	19	18	-2.414194
0	19	8	-2.462350
0	22	51	3.956981
0	22	63	2.890753
0	22	43	2.604301
0	22	56	2.323247
0	22	62	1.972278
0	22	58	1.679231
0	22	23	1.501708
0	22	40	1.375453
0	22	37	1.229669
0	22	20	1.109726
0	22	38	0.845205
0	22	26	0.821579
0	22	27	0.815291
0	22	39	0.795199
0	22	21	0.757930
0	22	53	0.716867
0	22	32	0.684228
0	22	50	0.642200
0	22	30	0.620422
0	22	78	0.574154
0	22	52	0.462873
0	22	28	0.239944
0	22	77	0.190818
0	22	55	0.135478
0	22	22	0.121438
0	22	74	0.119444
0	22	14	0.111596
0	22	47	0.011509
0	22	25	-0.090239
0	22	65	-0.099379
0	22	61	-0.235661
0	22	48	-0.319503
0	22	42	-0.406802
0	22	57	-0.466542
0	22	11	-0.610252
0	22	31	-0.634710
0	22	64	-0.788501
0	22	16	-0.926486
0	22	46	-1.016422
0	22	34	-1.164607
0	22	35	-1.168570
0	22	36	-1.329990
0	22	54	-1.484860
0	22	66	-1.488576
0	22	24	-1.923150
0	22	8	-1.976545
0	22	73	-1.994165
0	22	41	-2.192023
0	22	71	-2.455421
0	22	3	-2.456717
0	22	49	-2.595847
0	22	72	-2.781794
0	22	45	-3.001256
0	22	85	-3.082543
0	22	29	-3.186864
0	22	18	-3.420515
0	22	75	-3.546403
0	22	79	-3.622026
0	22	44	-3.632155
0	22	76	-3.713488
0	22	69	-3.771200
0	22	33	-3.996094
0	22	70	-4.552675
0	43	103	4.332617
0	43	108	2.985500
0	43	14	2.822992
0	43	110	2.299405
0	43	11	2.075274
0	43	100	1.364585
0	43	97	1.241871
0	43	3	1.107270
0	43	105	0.816139
0	43	91	0.295641
0	43	107	0.250466
0	43	86	-0.414030
0	43	98	-0.578984
0	43	26	-0.713855
0	43	69	-0.758605
0	43	95	-1.097956
0	43	13	-1.345075
0	43	61	-1.390746
0	43	99	-1.464147
0	43	94	-1.654065
0	43	109	-1.707036
0	43	106	-1.755931
0	43	8	-1.758339
0	43	92	-1.857671
0	43	52	-2.092159
0	43	93	-2.600644
0	43	96	-2.774146
0	43	90	-2.787372
0	43	87	-2.909786
0	43	85	-3.004686
0	43	58	-3.014128
0	43	88	-3.119547
0	43	15	-3.488481
0	43	18	-3.720218
0	43	63	-4.094893
0	43	89	-5.470491
0	43	17	-6.622278
0	44	103	1.766323
0	44	100	1.294704
0	44	94	1.265442
0	44	108	1.246314
0	44	105	1.036207
0	44	11	0.918572
0	44	109	0.867938
0	44	91	0.840450
0	44	87	0.465577
0	44	61	0.273564
0	44	86	0.248962
0	44	14	0.224605
0	44	106	0.220374
0	44	110	0.202407
0	44	69	0.077012
0	44	98	0.032966
0	44	97	0.025159
0	44	95	-0.025291
0	44	92	-0.149839
0	44	63	-0.223424
0	44	15	-0.255016
0	44	93	-0.299246
0	44	3	-0.636917
0	44	107	-0.805294
0	44	99	-0.949185
0	44	90	-1.045904
0	44	52	-1.117997
0	44	88	-1.204030
0	44	96	-1.262931
0	44	26	-1.306271
0	44	18	-1.369703
0	44	13	-1.686469
0	44	58	-1.706144
0	44	85	-1.816093
0	44	8	-1.875077
0	44	89	-2.272084
0	44	17	-3.023588
0	54	11	0.964551
0	54	111	0.456707
0	54	14	-1.662380
0	54	8	-1.835996
0	54	3	-2.084046
0	54	7	-2.940106
0	54	18	-5.478807
0	54	13	-5.787663
0	54	16	-6.184624
0	54	17	-10.309743
0	57	14	4.803477
0	57	11	4.705632
0	57	13	1.319322
0	57	111	0.827974
0	57	3	0.322468
0	57	16	-0.619647
0	57	18	-1.565609
0	57	7	-1.577972
0	57	8	-3.188672
0	57	17	-4.210150
0	58	11	-0.721570
0	58	14	-0.907227
0	58	18	-1.392087
0	58	111	-2.862820
0	58	8	-3.052870
0	58	16	-3.500303
0	58	3	-3.597787
0	58	13	-4.177843
0	58	17	-5.705311
0	58	7	-5.773655
0	73	159	5.876066
0	73	149	5.672116
0	73	163	3.377245
0	73	169	3.185433
0	73	150	1.296079
0	73	132	1.127434
0	73	161	0.963936
0	73	157	0.470246
0	73	152	0.288138
0	73	3	-0.470970
0	73	151	-0.526752
0	73	11	-0.684468
0	73	153	-0.882059
0	73	156	-1.492568
0	73	137	-1.778908
0	73	155	-2.137088
0	73	158	-2.141866
0	73	170	-2.489751
0	73	8	-2.742305
0	73	162	-3.522275
0	73	146	-4.406556
0	73	168	-4.726573
0	73	148	-4.789346
0	73	154	-4.797251
0	73	147	-4.994431
0	73	16	-5.239506
0	73	18	-5.773102
0	73	14	-5.900638
0	73	160	-6.065038
0	73	145	-6.628439
0	73	13	-7.232228
0	73	17	-8.779977
0	74	159	4.837148
0	74	149	4.644786
0	74	169	2.651164
0	74	150	2.363594
0	74	163	2.285765
0	74	157	1.567934
0	74	161	1.541969
0	74	132	1.001015
0	74	3	0.516021
0	74	152	-0.299519
0	74	153	-0.544805
0	74	170	-0.955264
0	74	11	-1.030006
0	74	8	-1.077257
0	74	151	-1.148431
0	74	156	-1.238059
0	74	158	-1.285661
0	74	137	-1.947466
0	74	155	-2.397145
0	74	154	-2.439429
0	74	162	-3.071339
0	74	146	-3.282458
0	74	14	-3.780228
0	74	147	-4.251661
0	74	145	-4.315392
0	74	168	-4.645109
0	74	160	-4.877112
0	74	148	-5.115551
0	74	18	-5.182527
0	74	13	-5.823084
0	74	16	-6.705507
0	74	17	-7.707214
0	75	167	2.304446
0	75	164	2.206109
0	75	3	1.501308
0	75	166	1.376005
0	75	128	1.289493
0	75	171	1.106061
0	75	11	0.781735
0	75	132	0.086770
0	75	8	-0.280019
0	75	137	-0.642043
0	75	146	-0.850189
0	75	165	-1.616995
0	75	145	-1.853163
0	75	16	-2.011094
0	75	147	-2.306899
0	75	13	-2.522915
0	75	14	-3.307610
0	75	160	-3.323957
0	75	17	-3.886914
0	75	18	-5.188045
0	77	164	1.916150
0	77	132	1.560749
0	77	166	1.000972
0	77	3	0.723326
0	77	171	0.656852
0	77	167	0.600735
0	77	128	0.555373
0	77	8	0.056210
0	77	11	-0.208644
0	77	137	-0.264223
0	77	146	-0.659650
0	77	147	-0.752601
0	77	13	-0.838311
0	77	160	-1.000944
0	77	165	-1.049569
0	77	145	-1.341197
0	77	18	-1.658383
0	77	14	-1.760736
0	77	16	-2.169779
0	77	17	-2.177827
0	94	192	4.514286
0	94	116	4.387844
0	94	188	4.285395
0	94	196	2.265211
0	94	203	1.922133
0	94	204	1.255244
0	94	3	1.200166
0	94	206	1.077070
0	94	187	0.879667
0	94	190	0.835680
0	94	194	0.586578
0	94	189	0.550937
0	94	99	0.480289
0	94	63	0.273153
0	94	14	0.045453
0	94	195	-0.028558
0	94	113	-0.136357
0	94	207	-0.316649
0	94	122	-0.674117
0	94	217	-0.805220
0	94	202	-1.275118
0	94	198	-1.324566
0	94	51	-1.805543
0	94	209	-1.944230
0	94	210	-2.052657
0	94	208	-2.117057
0	94	200	-2.143534
0	94	8	-2.302152
0	94	15	-2.397165
0	94	212	-2.533983
0	94	191	-2.618339
0	94	205	-2.737485
0	94	193	-2.942364
0	94	126	-3.738748
0	94	199	-4.102243
0	94	18	-4.136507
0	94	197	-4.216360
0	94	109	-5.029478
0	94	16	-5.229409
0	94	201	-6.829856
0	94	13	-6.850907
0	94	17	-8.018617
0	95	192	2.636716
0	95	51	2.274738
0	95	188	1.846612
0	95	116	1.326209
0	95	203	0.957116
0	95	63	0.744842
0	95	15	0.553259
0	95	195	0.523143
0	95	194	0.455103
0	95	193	0.179847
0	95	200	-0.022548
0	95	122	-0.322819
0	95	196	-0.372944
0	95	99	-0.376486
0	95	206	-0.409120
0	95	3	-0.541807
0	95	190	-0.640743
0	95	189	-0.700456
0	95	126	-0.707781
0	95	207	-0.953567
0	95	202	-1.013170
0	95	205	-1.756795
0	95	217	-1.780576
0	95	109	-1.885443
0	95	210	-2.012083
0	95	8	-2.061712
0	95	16	-2.080103
0	95	208	-2.090393
0	95	187	-2.205965
0	95	113	-2.603293
0	95	212	-2.626239
0	95	204	-2.781889
0	95	14	-2.797038
0	95	201	-3.224529
0	95	199	-3.486839
0	95	198	-3.532090
0	95	18	-3.700294
0	95	209	-3.755971
0	95	197	-3.902662
0	95	13	-4.692924
0	95	191	-5.081773
0	95	17	-6.149307
0	96	192	5.378495
0	96	116	4.485420
0	96	203	3.823933
0	96	3	3.789779
0	96	188	3.673137
0	96	204	2.696137
0	96	189	2.601895
0	96	190	2.038114
0	96	187	1.974880
0	96	196	1.520666
0	96	206	1.425625
0	96	202	0.654034
0	96	207	0.528104
0	96	209	0.486524
0	96	198	0.341239
0	96	63	0.132105
0	96	208	0.042773
0	96	195	0.001242
0	96	212	-0.259377
0	96	194	-0.534088
0	96	99	-0.673081
0	96	205	-1.024377
0	96	122	-1.324347
0	96	217	-1.747405
0	96	191	-2.022918
0	96	210	-2.113418
0	96	113	-2.289298
0	96	200	-2.381048
0	96	8	-2.510027
0	96	51	-2.831259
0	96	126	-2.880936
0	96	15	-3.046183
0	96	16	-3.370712
0	96	14	-3.461564
0	96	199	-4.013685
0	96	17	-4.221875
0	96	193	-4.303253
0	96	109	-4.575485
0	96	197	-4.586433
0	96	18	-5.274981
0	96	13	-5.798323
0	96	201	-5.942059
0	99	51	2.396516
0	99	192	2.302735
0	99	188	1.561841
0	99	126	1.555334
0	99	63	1.495261
0	99	15	1.313305
0	99	3	1.122120
0	99	203	0.970687
0	99	116	0.918265
0	99	200	0.505037
0	99	194	0.118272
0	99	206	-0.156552
0	99	211	-0.181861
0	99	18	-0.190602
0	99	189	-0.213873
0	99	193	-0.296304
0	99	207	-0.432997
0	99	195	-0.539505
0	99	205	-0.568976
0	99	190	-0.577626
0	99	196	-0.610328
0	99	14	-0.661131
0	99	122	-0.693250
0	99	99	-0.758209
0	99	198	-1.018903
0	99	202	-1.024219
0	99	212	-1.496513
0	99	8	-1.549022
0	99	16	-1.552485
0	99	113	-1.556120
0	99	201	-1.645618
0	99	217	-1.761601
0	99	109	-1.793422
0	99	191	-2.169088
0	99	13	-2.345407
0	99	210	-2.595038
0	99	204	-2.836237
0	99	209	-3.297896
0	99	199	-4.502722
0	99	197	-4.705132
0	100	51	2.758313
0	100	63	2.745412
0	100	15	2.566021
0	100	200	1.918896
0	100	126	1.089326
0	100	16	1.062916
0	100	193	0.798480
0	100	192	0.628617
0	100	203	0.568025
0	100	113	0.252656
0	100	211	-0.045564
0	100	188	-0.128752
0	100	122	-0.226139
0	100	196	-0.231541
0	100	194	-0.291216
0	100	14	-0.337727
0	100	109	-0.494204
0	100	206	-0.522407
0	100	195	-0.597561
0	100	116	-0.609730
0	100	3	-0.618537
0	100	99	-0.930463
0	100	205	-0.983476
0	100	217	-0.988841
0	100	201	-1.091995
0	100	202	-1.192972
0	100	212	-1.268894
0	100	18	-1.347328
0	100	189	-1.409306
0	100	190	-1.521774
0	100	207	-1.829973
0	100	8	-2.213969
0	100	210	-2.408943
0	100	198	-2.514231
0	100	204	-2.647135
0	100	199	-2.920221
0	100	13	-3.067200
0	100	197	-3.159811
0	100	191	-3.382911
0	100	209	-4.147525
0	123	51	4.456343
0	123	235	3.192051
0	123	233	2.839762
0	123	223	2.348878
0	123	221	1.959124
0	123	116	1.554242
0	123	232	1.478184
0	123	228	1.212439
0	123	229	0.936809
0	123	244	0.574110
0	123	243	0.487331
0	123	14	0.252654
0	123	190	-0.072991
0	123	238	-0.280977
0	123	227	-0.467862
0	123	239	-0.571657
0	123	245	-0.578160
0	123	226	-0.617025
0	123	240	-0.760892
0	123	99	-0.815871
0	123	241	-0.817850
0	123	224	-0.947434
0	123	201	-1.029002
0	123	187	-1.047721
0	123	122	-1.079680
0	123	3	-1.102061
0	123	8	-1.122853
0	123	230	-1.186611
0	123	231	-1.238099
0	123	18	-1.260098
0	123	222	-1.323903
0	123	246	-1.443260
0	123	11	-1.471758
0	123	188	-1.764847
0	123	217	-1.954826
0	123	225	-1.967951
0	123	242	-2.016632
0	123	16	-2.111494
0	123	207	-2.135387
0	123	196	-2.229587
0	123	96	-2.376832
0	123	198	-2.483987
0	123	247	-2.931875
0	123	236	-3.040366
0	123	210	-3.053320
0	123	237	-3.443863
0	123	234	-4.332157
0	123	197	-4.568751
0	123	199	-4.613852
0	123	191	-4.797287
0	123	208	-5.019032
0	124	223	4.544913
0	124	188	4.374016
0	124	243	2.706978
0	124	235	2.429648
0	124	116	2.350971
0	124	228	2.137128
0	124	224	1.693388
0	124	196	1.530351
0	124	245	1.451402
0	124	238	1.261614
0	124	244	1.259369
0	124	240	1.252446
0	124	51	0.857603
0	124	233	0.747249
0	124	226	0.535010
0	124	232	0.508855
0	124	207	0.285495
0	124	190	0.246181
0	124	241	0.202594
0	124	221	0.122703
0	124	3	0.018060
0	124	99	-0.143881
0	124	229	-0.208082
0	124	225	-0.277429
0	124	122	-1.195390
0	124	11	-1.250220
0	124	246	-1.292377
0	124	208	-1.292944
0	124	16	-1.345419
0	124	231	-1.426740
0	124	96	-1.585837
0	124	242	-1.686947
0	124	237	-1.692189
0	124	217	-2.005434
0	124	230	-2.042175
0	124	14	-2.204270
0	124	236	-2.674983
0	124	222	-2.716120
0	124	210	-2.891090
0	124	227	-3.010165
0	124	198	-3.218858
0	124	8	-3.910531
0	124	191	-3.941290
0	124	187	-4.159850
0	124	197	-4.397374
0	124	247	-4.726233
0	124	18	-4.761299
0	124	199	-5.438994
0	124	239	-6.056302
0	124	234	-6.215235
0	124	201	-6.601954
0	125	223	4.597232
0	125	233	2.848187
0	125	229	1.753222
0	125	188	1.653450
0	125	243	1.628268
0	125	226	1.373900
0	125	225	1.267964
0	125	235	1.010248
0	125	221	0.894640
0	125	228	0.788456
0	125	224	0.766161
0	125	232	0.632774
0	125	244	0.547153
0	125	230	0.389376
0	125	3	0.265151
0	125	196	0.221301
0	125	241	0.199707
0	125	122	0.087841
0	125	240	0.007746
0	125	207	-0.028862
0	125	238	-0.065404
0	125	242	-0.077650
0	125	245	-0.219426
0	125	187	-0.290381
0	125	11	-0.756708
0	125	116	-0.922553
0	125	51	-1.012720
0	125	227	-1.057911
0	125	236	-1.203357
0	125	231	-1.321739
0	125	190	-1.327874
0	125	217	-1.568504
0	125	96	-1.603152
0	125	8	-1.693972
0	125	222	-1.732003
0	125	99	-1.825733
0	125	210	-1.982903
0	125	14	-2.088372
0	125	198	-2.325175
0	125	246	-2.551474
0	125	237	-2.674357
0	125	208	-3.403037
0	125	197	-3.669170
0	125	16	-3.693658
0	125	199	-3.927216
0	125	239	-4.662309
0	125	201	-4.883323
0	125	234	-5.012080
0	125	247	-5.345005
0	125	191	-5.632477
0	125	18	-6.131949
0	126	233	2.264088
0	126	228	2.182040
0	126	51	2.072526
0	126	235	1.661730
0	126	245	1.249767
0	126	243	1.141420
0	126	229	1.009627
0	126	188	0.975688
0	126	238	0.917132
0	126	242	0.825823
0	126	232	0.770652
0	126	224	0.568758
0	126	221	0.355336
0	126	116	0.336076
0	126	16	0.228572
0	126	190	0.204093
0	126	3	0.190899
0	126	240	0.171593
0	126	196	0.132418
0	126	241	0.053205
0	126	14	0.045348
0	126	230	-0.038224
0	126	11	-0.203287
0	126	246	-0.254792
0	126	201	-0.412153
0	126	223	-0.522101
0	126	122	-0.541619
0	126	207	-0.574015
0	126	226	-0.608484
0	126	99	-0.679409
0	126	247	-0.789886
0	126	222	-0.796005
0	126	225	-0.873324
0	126	187	-0.952208
0	126	96	-0.970004
0	126	210	-1.051823
0	126	239	-1.097800
0	126	18	-1.155504
0	126	227	-1.164134
0	126	217	-1.312660
0	126	8	-1.560348
0	126	244	-1.615789
0	126	208	-1.726735
0	126	234	-1.878648
0	126	236	-2.107734
0	126	237	-2.117946
0	126	197	-2.258934
0	126	198	-2.414028
0	126	231	-2.464401
0	126	191	-2.859273
0	126	199	-4.139553
0	127	51	6.613736
0	127	235	5.611196
0	127	228	4.089316
0	127	233	3.022712
0	127	221	2.555600
0	127	243	2.531285
0	127	245	2.180713
0	127	240	1.740146
0	127	238	1.547951
0	127	224	1.484275
0	127	226	1.338311
0	127	116	0.964483
0	127	223	0.758928
0	127	229	0.576216
0	127	232	0.328705
0	127	99	0.034899
0	127	207	-0.188399
0	127	188	-0.550177
0	127	16	-0.925892
0	127	230	-1.048850
0	127	11	-1.110428
0	127	190	-1.162069
0	127	244	-1.231520
0	127	8	-1.385863
0	127	3	-1.577364
0	127	246	-1.629885
0	127	242	-1.631048
0	127	247	-1.637563
0	127	225	-1.863729
0	127	201	-2.851444
0	127	196	-3.119773
0	127	210	-3.213093
0	127	217	-3.463884
0	127	96	-3.562182
0	127	239	-3.587826
0	127	236	-3.815612
0	127	18	-3.872856
0	127	191	-4.454896
0	127	241	-4.598413
0	127	14	-4.613945
0	127	227	-4.773206
0	127	122	-4.809799
0	127	222	-5.124362
0	127	231	-5.282258
0	127	237	-5.945879
0	127	198	-6.134069
0	127	234	-6.407152
0	127	208	-7.110719
0	127	187	-7.877426
0	127	197	-8.267395
0	127	199	-8.562903
0	144	253	1.788469
0	144	257	1.416395
0	144	110	1.080366
0	144	3	0.691184
0	144	258	0.434771
0	144	252	0.232688
0	144	254	-0.858056
0	144	63	-0.888788
0	144	248	-1.195773
0	144	256	-1.930915
0	144	11	-2.291709
0	144	249	-2.336675
0	144	208	-2.378126
0	144	250	-2.657703
0	144	187	-2.699507
0	144	200	-2.753111
0	144	8	-2.781844
0	144	14	-3.664406
0	144	109	-4.033316
0	144	18	-4.543528
0	144	255	-4.804375
0	144	16	-4.886043
0	144	199	-5.089463
0	144	13	-5.477078
0	144	251	-5.487947
0	144	191	-5.558324
0	144	201	-5.789776
0	144	17	-6.015476
0	144	113	-6.179218
0	145	258	4.993124
0	145	253	4.423784
0	145	3	4.114727
0	145	113	3.814312
0	145	14	2.125550
0	145	251	1.783220
0	145	201	1.039492
0	145	18	0.625935
0	145	187	0.615848
0	145	109	0.537893
0	145	252	0.002560
0	145	254	-1.095663
0	145	199	-1.105211
0	145	8	-1.239568
0	145	249	-1.525948
0	145	248	-1.588926
0	145	63	-1.652693
0	145	11	-2.013667
0	145	257	-2.047538
0	145	200	-2.474540
0	145	256	-2.788119
0	145	17	-2.923892
0	145	110	-3.913486
0	145	208	-3.973552
0	145	13	-4.174316
0	145	250	-4.238384
0	145	16	-5.318914
0	145	255	-5.588203
0	145	191	-6.174454
0	146	258	3.919845
0	146	18	3.568907
0	146	8	3.352106
0	146	201	2.944537
0	146	3	2.333991
0	146	113	0.667359
0	146	252	0.214171
0	146	200	-0.025810
0	146	253	-0.057405
0	146	14	-0.278438
0	146	109	-0.475561
0	146	248	-0.629018
0	146	13	-0.953753
0	146	251	-1.352052
0	146	63	-1.770311
0	146	255	-1.863398
0	146	187	-2.316887
0	146	17	-2.372056
0	146	257	-2.428917
0	146	11	-2.494669
0	146	199	-2.522351
0	146	16	-3.796781
0	146	250	-3.947350
0	146	249	-4.207928
0	146	208	-5.647936
0	146	256	-5.752702
0	146	110	-5.956943
0	146	254	-6.594458
0	146	191	-7.050595
0	147	258	1.613805
0	147	257	1.527303
0	147	14	0.842035
0	147	63	0.830654
0	147	253	0.550208
0	147	252	-0.091576
0	147	254	-0.231387
0	147	3	-0.729219
0	147	18	-0.746892
0	147	110	-0.764685
0	147	200	-1.038734
0	147	113	-1.083797
0	147	187	-1.419658
0	147	256	-1.482812
0	147	250	-1.576297
0	147	251	-1.719239
0	147	249	-1.817708
0	147	248	-1.907710
0	147	109	-2.365161
0	147	8	-2.367793
0	147	191	-2.399941
0	147	11	-2.650785
0	147	208	-3.849952
0	147	16	-4.404140
0	147	199	-4.528520
0	147	201	-4.575624
0	147	13	-5.054641
0	147	255	-5.393691
0	147	17	-5.432545
0	148	257	1.469347
0	148	110	1.284341
0	148	3	1.233161
0	148	8	0.337044
0	148	256	0.207494
0	148	208	0.117252
0	148	253	-0.288046
0	148	200	-0.407583
0	148	63	-0.720298
0	148	248	-0.922366
0	148	254	-0.945681
0	148	18	-1.120270
0	148	258	-1.308979
0	148	252	-1.555626
0	148	249	-1.653707
0	148	17	-1.683013
0	148	201	-1.789776
0	148	255	-1.800731
0	148	250	-2.205047
0	148	191	-2.243655
0	148	13	-2.288889
0	148	16	-2.442325
0	148	109	-2.458498
0	148	14	-2.460593
0	148	251	-2.531309
0	148	11	-2.965536
0	148	187	-3.101943
0	148	113	-3.818328
0	148	199	-4.000963
0	150	253	4.483276
0	150	201	3.883470
0	150	251	3.261982
0	150	3	3.161236
0	150	14	2.627270
0	150	258	2.548007
0	150	109	2.141005
0	150	18	2.038136
0	150	8	1.405847
0	150	113	0.325313
