query	QALD2_te-100	produces Orangina
query	QALD2_te-14	all members of Prodigy
query	QALD2_te-21	is the capital of Canada
query	QALD2_te-22	is the governor of Texas
query	QALD2_te-24	was the father of Queen Elizabeth II
query	QALD2_te-3	is the mayor of Berlin
query	QALD2_te-34	In military conflicts did Lawrence of Arabia participate
query	QALD2_te-35	developed Skype
query	QALD2_te-41	founded Intel
query	QALD2_te-42	is the husband of Amanda Palmer
query	QALD2_te-44	cities does the Weser flow through
query	QALD2_te-45	countries are connected by the Rhine
query	QALD2_te-48	In UK city are the headquarters of the MI6
query	QALD2_te-57	the Apollo 14 astronauts
query	QALD2_te-58	is the time zone of Salt Lake City
query	QALD2_te-67	are the parents of the wife of Juan Carlos I
query	QALD2_te-72	In US state is Area 51 located?
query	QALD2_te-76	List the children of Margaret Thatcher
query	QALD2_te-8	To countries does the Himalayan mountain system extend
query	QALD2_te-81	books by Kerouac were published by Viking Press
query	QALD2_te-86	is the largest city in Australia
query	QALD2_te-87	composed the music for Harold and Maude
query	QALD2_te-90	is the residence of the prime minister of Spain
query	QALD2_te-91	US State has the abbreviation MN
query	QALD2_te-93	movies did Sam Raimi direct after Army of Darkness
query	QALD2_te-95	wrote the lyrics for the Polish national anthem
query	QALD2_te-97	painted The Storm on the Sea of Galilee
query	QALD2_te-98	country does the creator of Miffy come from
query	QALD2_tr-10	In country does the Nile start
query	QALD2_tr-15	created Goofy
query	QALD2_tr-17	all cities in New Jersey with more than 100000 inhabitants
query	QALD2_tr-18	museum exhibits The Scream by Munch
query	QALD2_tr-21	states border Illinois
query	QALD2_tr-22	In country is the Limerick Lake
query	QALD2_tr-23	television shows were created by Walt Disney
query	QALD2_tr-29	awards did WikiLeaks win
query	QALD2_tr-3	is the daughter of Bill Clinton married to
query	QALD2_tr-31	is the currency of the Czech Republic
query	QALD2_tr-32	countries in the European Union adopted the Euro
query	QALD2_tr-36	Through countries does the Yenisei river flow
query	QALD2_tr-4	river does the Brooklyn Bridge cross
query	QALD2_tr-41	all soccer clubs in Spain
query	QALD2_tr-42	are the official languages of the Philippines
query	QALD2_tr-43	is the mayor of New York City
query	QALD2_tr-44	designed the Brooklyn Bridge
query	QALD2_tr-50	did Bruce Carver die from
query	QALD2_tr-53	all presidents of the United States
query	QALD2_tr-54	was the wife of US president Lincoln
query	QALD2_tr-55	developed the video game World of Warcraft
query	QALD2_tr-57	List all episodes of the first season of the HBO television series The Sopranos
query	QALD2_tr-6	did Abraham Lincoln die
query	QALD2_tr-61	mountains are higher than the Nanga Parbat
query	QALD2_tr-62	created Wikipedia
query	QALD2_tr-71	all video games published by Mean Hamster Software
query	QALD2_tr-72	languages are spoken in Estonia
query	QALD2_tr-73	owns Aldi
query	QALD2_tr-74	capitals in Europe were host cities of the summer olympic games
query	QALD2_tr-75	has been the 5th president of the United States of America
query	QALD2_tr-77	music albums contain the song Last Christmas
query	QALD2_tr-82	In programming language is GIMP written
query	QALD2_tr-87	wrote the book The pillars of the Earth
query	QALD2_tr-89	all soccer clubs in the Premier League
query	SemSearch_ES-10	asheville north carolina
query	SemSearch_ES-11	austin powers
query	SemSearch_ES-12	austin texas
query	SemSearch_ES-125	nokia e73
query	SemSearch_ES-127	palm tungsten e2 handheld
query	SemSearch_ES-141	ventura county court
query	SemSearch_ES-16	brooklyn bridge
query	SemSearch_ES-18	canasta cards
query	SemSearch_ES-2	B F Skinner
query	SemSearch_ES-20	carolina
query	SemSearch_ES-21	charles darwin
query	SemSearch_ES-22	city of charlotte
query	SemSearch_ES-23	city of virginia beach
query	SemSearch_ES-24	coastal carolina
query	SemSearch_ES-26	disney orlando
query	SemSearch_ES-28	el salvador
query	SemSearch_ES-33	harry potter
query	SemSearch_ES-34	harry potter movie
query	SemSearch_ES-38	jack the ripper
query	SemSearch_ES-49	laura bush
query	SemSearch_ES-5	Scott County
query	SemSearch_ES-52	lincoln park
query	SemSearch_ES-56	mario bros
query	SemSearch_ES-57	martin luther king
query	SemSearch_ES-6	air wisconsin
query	SemSearch_ES-60	michael douglas
query	SemSearch_ES-7	airsoft glock
query	SemSearch_ES-71	richmond virginia
query	SemSearch_ES-76	san antonio
query	SemSearch_ES-80	sonny and cher
query	SemSearch_ES-82	st lucia
query	SemSearch_ES-83	st paul saints
query	SemSearch_ES-84	the dish danielle fishel
query	SemSearch_ES-88	thomas jefferson
query	SemSearch_ES-89	university of north dakota
query	SemSearch_ES-93	08 toyota tundra
query	SemSearch_ES-95	MADRID
query	SemSearch_ES-96	New England Coffee
query	SemSearch_ES-97	PINK PANTHER 2
query	SemSearch_ES-98	University of Texas at Austin
query	SemSearch_LS-10	did nicole kidman have any siblings
query	SemSearch_LS-17	houses of the Russian parliament
query	SemSearch_LS-19	kenya captain in cricket
query	SemSearch_LS-2	Arab states of the Persian Gulf
query	SemSearch_LS-20	kublai khan siblings
query	SemSearch_LS-25	members of u2
query	SemSearch_LS-29	nations Portuguese is an official language
query	SemSearch_LS-34	ratt albums
query	SemSearch_LS-35	republics of the former Yugoslavia
query	SemSearch_LS-36	revolutionaries of 1959 in Cuba
query	SemSearch_LS-4	Axis powers of World War II
query	SemSearch_LS-44	languages do they speak in afghanistan
query	SemSearch_LS-49	invented the python programming language
query	SemSearch_LS-6	boroughs of New York City
query	TREC_Entity-1	Carriers that Blackberry makes phones for
query	TREC_Entity-10	Campuses of Indiana University
query	TREC_Entity-11	Donors to the Home Depot Foundation
query	TREC_Entity-18	Members of the band Jefferson Airplane
query	TREC_Entity-5	Products of Medimmune, Inc
query	TREC_Entity-6	Organizations that award Nobel prizes
query	TREC_Entity-7	Airlines that currently use Boeing 747 planes
